stage_order,stage,exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,planner_inner_scores
5,tuned_ensemble_optimized,EXP-A2,M7,binary,0,0,r0f0,2593,647,138,0.8145285935085008,0.8327890556045896,0.8636363636363636,0.8019417475728156,0.5277777777777778,0.6551724137931034,0.5687535237747215,0.9076787290379524,0.6664465367418438,114.0,102.0,413.0,18.0,647.0,132.0,515.0,0.2083596779174021,0.0298144679612089,629.013688,4.763322,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}","bayes search inside this training fold, per member",,,1164.17,nested-bayes,"{""M3"": 0.804118, ""M4"": 0.846413, ""M5"": 0.843029}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,0,1,r0f1,2589,651,138,0.8310291858678955,0.8521536418487832,0.8880597014925373,0.816247582205029,0.5560747663551402,0.6839080459770115,0.6061948539897113,0.9486850082277202,0.8514432173211467,119.0,95.0,422.0,15.0,651.0,134.0,517.0,0.1495499303762385,0.0828905154582386,1073.759367,1.499772,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member",,,927.54,nested-bayes,"{""M3"": 0.786883, ""M4"": 0.851458, ""M5"": 0.844001}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,0,2,r0f2,2596,644,138,0.90527950310559,0.8439132181599036,0.7404580152671756,0.9473684210526316,0.782258064516129,0.7607843137254902,0.7021997648877544,0.947026174426737,0.8298811826077046,97.0,27.0,486.0,34.0,644.0,131.0,513.0,0.1552590274698952,0.0559001839424035,660.554253,1.722042,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}","bayes search inside this training fold, per member",,,815.09,nested-bayes,"{""M3"": 0.802988, ""M4"": 0.856487, ""M5"": 0.854534}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,0,3,r0f3,2585,655,138,0.8702290076335878,0.8535284502437788,0.8248175182481752,0.8822393822393823,0.6494252873563219,0.7266881028938906,0.6510770187852807,0.9424794972240228,0.8455671354606098,113.0,61.0,457.0,24.0,655.0,137.0,518.0,0.167982714540848,0.1039843564290339,145.155364,0.92903,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,826.96,nested-bayes,"{""M3"": 0.793136, ""M4"": 0.850279, ""M5"": 0.833885}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,0,4,r0f4,2597,643,138,0.8289269051321928,0.8868976622137404,0.9847328244274808,0.7890625,0.5443037974683544,0.7010869565217391,0.6460401952830904,0.9514104246183206,0.7466186912783144,129.0,108.0,404.0,2.0,643.0,131.0,512.0,0.1613065670513005,0.0890009631595275,203.623651,1.686221,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,800.23,nested-bayes,"{""M3"": 0.781056, ""M4"": 0.83633, ""M5"": 0.828707}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,1,0,r1f0,2593,647,138,0.8377125193199382,0.8135481023830538,0.7727272727272727,0.8543689320388349,0.576271186440678,0.6601941747572816,0.5668774617212392,0.8905854663136217,0.6073443798499248,102.0,75.0,440.0,30.0,647.0,132.0,515.0,0.219318737697692,0.0421313277324319,190.611971,2.398587,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,946.4,nested-bayes,"{""M3"": 0.823024, ""M4"": 0.863775, ""M5"": 0.864095}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,1,1,r1f1,2585,655,138,0.8916030534351145,0.8556330046469455,0.7941176470588235,0.9171483622350676,0.7152317880794702,0.7526132404181185,0.68498560666142,0.9425365521931316,0.8092679460014598,108.0,43.0,476.0,28.0,655.0,136.0,519.0,0.1625236593827129,0.0766743804476613,967.156275,1.877931,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member",,,784.8,nested-bayes,"{""M3"": 0.796005, ""M4"": 0.846173, ""M5"": 0.842877}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,1,2,r1f2,2596,644,138,0.908385093167702,0.8714417511123016,0.8091603053435115,0.9337231968810916,0.7571428571428571,0.7822878228782287,0.7249962464233612,0.96876627531509,0.908021538661428,106.0,34.0,479.0,25.0,644.0,131.0,513.0,0.1346381933335988,0.0748830055807439,636.088148,0.935012,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}","bayes search inside this training fold, per member",,,906.25,nested-bayes,"{""M3"": 0.789786, ""M4"": 0.841786, ""M5"": 0.8368}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,1,3,r1f3,2589,651,138,0.8632872503840245,0.8344530577088717,0.7851851851851852,0.8837209302325582,0.6385542168674698,0.7043189368770764,0.622202838751205,0.92786391042205,0.7042748038802982,106.0,60.0,456.0,29.0,651.0,135.0,516.0,0.1727656040361386,0.0523576739953406,216.540832,1.943327,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,884.7,nested-bayes,"{""M3"": 0.802926, ""M4"": 0.845291, ""M5"": 0.842832}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,1,4,r1f4,2597,643,138,0.8351477449455676,0.8851234494274809,0.9694656488549618,0.80078125,0.5545851528384279,0.7055555555555556,0.6478622500980057,0.960922590648855,0.8354484157032762,127.0,102.0,410.0,4.0,643.0,131.0,512.0,0.1530681892675114,0.1151403842634353,183.035586,3.360465,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,836.07,nested-bayes,"{""M3"": 0.775709, ""M4"": 0.829289, ""M5"": 0.815127}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,2,0,r2f0,2596,644,138,0.7624223602484472,0.796876627531509,0.8549618320610687,0.7387914230019493,0.4552845528455284,0.5941644562334217,0.4919163349526587,0.8936059402110024,0.6450514772801668,112.0,134.0,379.0,19.0,644.0,131.0,513.0,0.2117033736207988,0.0441742389479268,181.715457,1.403314,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,727.25,nested-bayes,"{""M3"": 0.808923, ""M4"": 0.871222, ""M5"": 0.868344}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,2,1,r2f1,2589,651,138,0.8540706605222734,0.8638961863795145,0.8805970149253731,0.8471953578336557,0.5989847715736041,0.7129909365558912,0.6405368668113286,0.9483097087098358,0.8147366630461682,118.0,79.0,438.0,16.0,651.0,134.0,517.0,0.157845078786565,0.081246111589969,208.636519,1.362306,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,697.24,nested-bayes,"{""M3"": 0.800238, ""M4"": 0.850076, ""M5"": 0.849161}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,2,2,r2f2,2585,655,138,0.8564885496183207,0.8824225685539554,0.927007299270073,0.8378378378378378,0.6018957345971564,0.7298850574712644,0.6656806920933444,0.9606008511118,0.8879247868823459,127.0,84.0,434.0,10.0,655.0,137.0,518.0,0.1479716681921717,0.1259869244019256,341.061456,1.767691,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}","bayes search inside this training fold, per member",,,686.96,nested-bayes,"{""M3"": 0.789078, ""M4"": 0.846667, ""M5"": 0.831039}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,2,3,r2f3,2597,643,138,0.8818040435458787,0.9030593988549618,0.9389312977099236,0.8671875,0.643979057591623,0.7639751552795031,0.7105322190556388,0.956688334923664,0.7788762684063835,123.0,68.0,444.0,8.0,643.0,131.0,512.0,0.1465535077728544,0.074188422219327,714.159807,2.947839,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}","bayes search inside this training fold, per member",,,790.73,nested-bayes,"{""M3"": 0.785236, ""M4"": 0.834253, ""M5"": 0.82707}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,2,4,r2f4,2593,647,138,0.8856259659969088,0.8464621947631656,0.7803030303030303,0.912621359223301,0.6959459459459459,0.7357142857142858,0.6648065619679064,0.9363047955280964,0.7213994985054606,103.0,45.0,470.0,29.0,647.0,132.0,515.0,0.1633508047900253,0.0559059787077146,205.835071,1.342938,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,885.58,nested-bayes,"{""M3"": 0.802122, ""M4"": 0.845609, ""M5"": 0.834954}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,3,0,r3f0,2596,644,138,0.8183229813664596,0.8205958067348185,0.8244274809160306,0.8167641325536062,0.5346534653465347,0.6486486486486487,0.5562824315364563,0.8965522372513133,0.6374523849747292,108.0,94.0,419.0,23.0,644.0,131.0,513.0,0.2153717125228376,0.0371576179711725,1049.962949,1.780131,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member",,,543.83,nested-bayes,"{""M3"": 0.807799, ""M4"": 0.860054, ""M5"": 0.850004}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,3,1,r3f1,2593,647,138,0.8948995363214838,0.8973595175051485,0.9015151515151516,0.8932038834951457,0.6839080459770115,0.7777777777777778,0.7222690427569516,0.9471462194763166,0.779640319279717,119.0,55.0,460.0,13.0,647.0,132.0,515.0,0.1534015165102872,0.0593786097192356,189.86896,1.527687,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,742.91,nested-bayes,"{""M3"": 0.787262, ""M4"": 0.83989, ""M5"": 0.827577}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,3,2,r3f2,2585,655,138,0.8061068702290076,0.869510087271903,0.9779411764705882,0.7610789980732178,0.5175097276264592,0.6768447837150128,0.6139052251043345,0.961733537345574,0.8472155260527909,133.0,124.0,395.0,3.0,655.0,136.0,519.0,0.1508611284387717,0.1097368433471577,220.839177,2.352439,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}","bayes search inside this training fold, per member",,,834.35,nested-bayes,"{""M3"": 0.796356, ""M4"": 0.83249, ""M5"": 0.824417}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,3,3,r3f3,2589,651,138,0.8233486943164362,0.8502799310938846,0.8962962962962963,0.8042635658914729,0.545045045045045,0.6778711484593838,0.5991448808411486,0.9419465977605512,0.7878764906387269,121.0,101.0,415.0,14.0,651.0,135.0,516.0,0.1680161324073522,0.10072766496942,565.911176,1.792515,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}","bayes search inside this training fold, per member",,,910.6,nested-bayes,"{""M3"": 0.78156, ""M4"": 0.838737, ""M5"": 0.839054}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,3,4,r3f4,2597,643,138,0.8755832037325039,0.8565496779580153,0.8244274809160306,0.888671875,0.6545454545454545,0.7297297297297297,0.6576044631458814,0.9412720658396948,0.803832976521778,108.0,57.0,455.0,23.0,643.0,131.0,512.0,0.1599738775546107,0.0706368073816433,1517.773905,1.849652,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member",,,663.7,nested-bayes,"{""M3"": 0.788897, ""M4"": 0.855876, ""M5"": 0.837508}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,4,0,r4f0,2585,655,138,0.833587786259542,0.8461549359628244,0.8676470588235294,0.8246628131021194,0.5645933014354066,0.6840579710144927,0.6024390085675952,0.9119205485662472,0.6815939592149053,118.0,91.0,428.0,18.0,655.0,136.0,519.0,0.2067725147448796,0.0444876097253283,199.292891,2.250487,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member",,,946.74,nested-bayes,"{""M3"": 0.802569, ""M4"": 0.85933, ""M5"": 0.854085}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,4,1,r4f1,2596,644,138,0.8322981366459627,0.8577890867967204,0.900763358778626,0.8148148148148148,0.5539906103286385,0.686046511627907,0.6122418024981244,0.9554484174813624,0.8315819904943466,118.0,95.0,418.0,13.0,644.0,131.0,513.0,0.1524928346103575,0.1060933471215813,609.381311,2.043507,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}","bayes search inside this training fold, per member",,,824.18,nested-bayes,"{""M3"": 0.787755, ""M4"": 0.838125, ""M5"": 0.836032}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,4,2,r4f2,2593,647,138,0.8825347758887172,0.8586054721977052,0.8181818181818182,0.8990291262135922,0.675,0.7397260273972602,0.6699046869452048,0.9466460723742276,0.8273780554257947,108.0,52.0,463.0,24.0,647.0,132.0,515.0,0.1541357519313488,0.0616245264582951,226.017207,1.49254,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}","bayes search inside this training fold, per member",,,771.49,nested-bayes,"{""M3"": 0.797571, ""M4"": 0.852156, ""M5"": 0.852169}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,4,3,r4f3,2589,651,138,0.8571428571428571,0.8715977605512488,0.8962962962962963,0.8468992248062015,0.605,0.7223880597014926,0.6531178448976083,0.9487797875394774,0.8029329432120206,121.0,79.0,437.0,14.0,651.0,135.0,516.0,0.1544663598391488,0.0889649737090161,1176.722046,2.017338,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member",,,804.33,nested-bayes,"{""M3"": 0.776746, ""M4"": 0.84096, ""M5"": 0.842603}"
5,tuned_ensemble_optimized,EXP-A2,M7,binary,4,4,r4f4,2597,643,138,0.8522550544323484,0.8390610090648856,0.816793893129771,0.861328125,0.601123595505618,0.6925566343042071,0.6104386125014319,0.923828125,0.7306079452858852,107.0,71.0,441.0,24.0,643.0,131.0,512.0,0.1749476119351829,0.0488957326538745,1051.796068,1.271075,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member",,,915.41,nested-bayes,"{""M3"": 0.802829, ""M4"": 0.850795, ""M5"": 0.833694}"
